"X report:","Finance report"
"Generated on:","2020-08-20 00:00:00"
"Total rows:",10000

"From date","08/19/2020 00:00"
"To date","08/19/2020 23:59"
"Report format",CSV

"Numbers in the display are rounded to the nearest hundredth."

Multi-client,"Client Name","Acquirer bank","Movement Date","Movement type","Movement details","Payment Method","Is 3D","Card Type",Country,"Transaction Result","Transaction Id","On Us","Credit Card Last 4 Digit","Client Unique Id",Currency,Amount,"Discount Fee","Transaction Fee","Services Fee",Reserve,"VAT on Fees","Net Amount","Settlement currency","Settlement amount","Settlement reserve","Payout Id"
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T16:51:02.945Z,Declined,Void,Visa,No,Credit,Central African Republic,Declined,1ebca678-1d5b-4c0a-b3c0-1cb05c308341,No,3192,cc9edefe-4374-4c94-946d-8493a7d3041e,IDR,6684,-167.1,0.00,0.00,0.00,0.00,6516.9,EUR,0.38,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-18T23:59:08.281Z,Declined,Void,MasterCard,No,Debit,Ecuador,Declined,bd08ebb9-8439-44e6-b3c0-7ffc396665b1,No,9191,cdf8ee6e-fd14-42e3-a20c-a153dedcf821,RON,10876,-271.9,0.00,0.00,0.00,0.00,10604.1,EUR,2246.97,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T12:46:32.185Z,Declined,Void,MasterCard,Yes,Debit,Japan,Declined,cd2685c3-8968-4d2e-b0ff-ae795dcee7f1,No,9294,0093bb06-ae40-4427-8dc6-8684a1ab84b1,GBP,17878,-446.95,0.00,0.00,0.00,0.00,17431.05,EUR,19788.59,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T04:18:21.927Z,Declined,Void,Visa,No,Debit,Mali,Declined,690377e8-aea2-4577-b95a-51f0669072e8,No,1293,73fc5574-658a-42a4-b3ce-56a43affd635,RON,882,-22.05,0.00,0.00,0.00,0.00,859.95,EUR,182.22,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T22:38:56.734Z,Declined,Void,MasterCard,No,Debit,Czechia,Declined,19691492-fefe-433b-974e-7234e277b78a,No,1769,51268d1f-5162-485a-87c3-fdab96726388,PHP,8420,-210.5,0.00,0.00,0.00,0.00,8209.5,EUR,145.4,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T11:35:58.827Z,Declined,Void,Visa,No,Credit,Jamaica,Declined,ee9ac044-7ed5-4ed9-b6e6-8cd090514bf8,No,6256,98a12887-effb-4bf1-9ae5-e0036d23c307,CAD,10152,-253.8,0.00,0.00,0.00,0.00,9898.2,EUR,6471.19,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T10:40:16.964Z,Declined,Void,Visa,Yes,Credit,Samoa,Declined,6c11465b-77d9-4d38-8086-c1f664975fe5,No,5760,62f1d6e7-1a11-453e-a9cb-aa07a407d8ee,SEK,2512,-62.8,0.00,0.00,0.00,0.00,2449.2,EUR,243.55,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T14:52:55.591Z,Declined,Void,Visa,No,Debit,Malta,Declined,322dfc0f-4b00-41e2-8616-57ee023517e1,No,6454,85734ede-0f8b-4819-afc0-eb01638a0175,IDR,12820,-320.5,0.00,0.00,0.00,0.00,12499.5,EUR,0.73,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T15:22:58.706Z,Declined,Void,MasterCard,No,Debit,South Sudan,Declined,24b18105-1561-4cf4-9971-7e59a61a79d3,No,4371,8b2febce-af61-4b43-aac7-dea2dd80682b,HKD,15532,-388.3,0.00,0.00,0.00,0.00,15143.7,EUR,1679.44,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T19:03:40.853Z,Declined,Auth,Visa,No,Debit,Austria,Declined,eb6f4845-5eca-4ad7-8f93-9db729503126,No,4430,f90348a1-0231-4fd2-bb22-62913b0cb4ec,IDR,5226,-130.65,0.00,0.00,0.00,0.00,5095.35,EUR,0.3,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T13:12:11.016Z,Declined,Auth,MasterCard,Yes,Debit,Georgia,Declined,22b75923-271b-4d0c-b1ac-0a415183e1b3,No,3465,c98089dd-b051-4bb9-b877-440d46bfa3c8,DKK,6552,-163.8,0.00,0.00,0.00,0.00,6388.2,EUR,880.02,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T16:53:03.645Z,Declined,Void,MasterCard,Yes,Debit,Tunisia,Declined,f57f602b-cc34-48cb-8fd0-5857bb6ed871,No,1326,9ba11edb-20be-4d88-880c-cf0ead55c138,IDR,3236,-80.9,0.00,0.00,0.00,0.00,3155.1,EUR,0.18,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T03:47:26.538Z,Declined,Void,MasterCard,Yes,Debit,Monaco,Declined,6f7cad81-eede-42a4-8103-2fa2da484fee,No,6021,ee2663f4-c4c0-4d26-b05d-dad5ac8fd5a8,HKD,14404,-360.1,0.00,0.00,0.00,0.00,14043.9,EUR,1557.48,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T15:52:31.745Z,Sales,Settle,MasterCard,No,Debit,Tunisia,Approved,e90ae23a-e683-4c18-b935-d5fc949d1d7e,No,1634,44439012-0e4d-4e69-9a61-2af4ad9e7d31,ZAR,3518,-87.95,0.00,0.00,0.00,0.00,3430.05,EUR,171.46,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T08:28:53.673Z,Declined,Void,MasterCard,No,Credit,Latvia,Declined,2cb17e9c-b291-4198-9046-d44ae89d6eb8,No,7119,f38b87ac-22c6-46dd-9226-91b190320c27,IDR,17184,-429.6,0.00,0.00,0.00,0.00,16754.4,EUR,0.97,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T21:14:38.615Z,Sales,Settle,MasterCard,No,Debit,Canada,Approved,694dc3a2-fab7-4660-8704-33155765d3ca,No,4066,7e561cde-deff-425c-ad3b-e6e45033a260,CAD,10738,-268.45,0.00,0.00,0.00,0.00,10469.55,EUR,6844.72,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T20:23:03.568Z,Declined,Void,MasterCard,No,Debit,Brunei Darussalam,Declined,99e096da-e02c-442e-91bc-5cf5e77f846c,No,3521,01ed4d3c-e298-4707-9e93-ecdb68677eb7,SEK,10142,-253.55,0.00,0.00,0.00,0.00,9888.45,EUR,983.32,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T15:43:33.161Z,Declined,Void,MasterCard,No,Debit,Palau,Declined,142f62e8-b4ff-40d6-b5f6-7f8e72192c17,No,9433,a6211ce9-db86-4ec0-92aa-cc666168595c,CZK,15684,-392.1,0.00,0.00,0.00,0.00,15291.9,EUR,600.51,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T03:40:11.726Z,Declined,Void,MasterCard,No,Debit,Kuwait,Declined,308f9bd2-8160-4566-ac37-6a5373537337,No,4222,a34f1343-dc8c-4f6e-9a30-57057593df6f,GBP,9062,-226.55,0.00,0.00,0.00,0.00,8835.45,EUR,10030.44,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T19:11:14.368Z,Declined,Void,Visa,No,Debit,Saudi Arabia,Declined,0cd7271f-c7aa-4e1e-a541-526bec05f000,No,1244,ee079492-7923-4a30-bdfa-e75cfe819c38,SEK,4222,-105.55,0.00,0.00,0.00,0.00,4116.45,EUR,409.35,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T10:25:08.881Z,Declined,Void,Visa,No,Debit,Estonia,Declined,d6c3658f-17f4-4a2b-91be-bfb0da2b58b9,No,7351,d52c778f-0dd7-4e8f-bc5c-b497a2ff7e3a,USD,19206,-480.15,0.00,0.00,0.00,0.00,18725.85,EUR,16094.86,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T19:08:31.888Z,Declined,Void,Visa,Yes,Debit,Egypt,Declined,fc979138-300b-409e-a335-4b67f9f6fbea,No,8072,3f3d706f-b33b-4fdb-ab9f-20112a07e856,CAD,6370,-159.25,0.00,0.00,0.00,0.00,6210.75,EUR,4060.43,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T10:10:55.278Z,Declined,Void,Visa,Yes,Credit,Honduras,Declined,68614de5-99a6-4266-8bbe-99ed26756ee1,No,1051,170c955c-90b4-432c-9f57-9420ecc75b88,ZAR,15872,-396.8,0.00,0.00,0.00,0.00,15475.2,EUR,773.55,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T10:58:51.279Z,Declined,Void,MasterCard,No,Debit,Russian Federation,Declined,1e811982-a548-4912-8a5f-77f16a5ac584,No,8073,148fe1f9-ed9c-4736-962c-e71ca08833fc,GBP,5646,-141.15,0.00,0.00,0.00,0.00,5504.85,EUR,6249.38,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T03:24:26.097Z,Declined,Sale,Visa,Yes,Credit,Thailand,Declined,82170c95-fa99-4c75-8e78-ec50a054f4c2,No,2781,b05edc8a-84d1-48ca-8e12-35cf6d3b76e2,CZK,13400,-335,0.00,0.00,0.00,0.00,13065,EUR,513.06,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T00:33:44.388Z,Declined,Void,MasterCard,No,Credit,Togo,Declined,d81a5907-273b-4c67-9f71-1e1324afd402,No,8352,141837ea-20f5-4a1f-941f-5bbe2164a266,JPY,2782,-69.55,0.00,0.00,0.00,0.00,2712.45,EUR,22.13,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T15:29:39.396Z,Sales,Settle,Visa,Yes,Credit,Belarus,Approved,af5ed168-e9d2-4345-887c-2a46527da6f9,No,1253,b869fb42-aa5c-4f09-b84a-b59690984a07,ZAR,19618,-490.45,0.00,0.00,0.00,0.00,19127.55,EUR,956.12,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T18:12:44.924Z,Declined,Sale,Visa,No,Debit,Mozambique,Declined,3c70bbd0-e881-49ef-b58a-759ce388d69a,No,2396,457ad5c0-7429-4b5d-874c-911c04a28acc,HUF,17310,-432.75,0.00,0.00,0.00,0.00,16877.25,EUR,49.49,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T17:17:58.065Z,Declined,Void,MasterCard,Yes,Credit,Jamaica,Declined,fd37b82a-1bef-436e-acbc-326d895e4e35,No,5355,4c1b7cf0-988d-40af-9db2-efc418f0e540,PHP,704,-17.6,0.00,0.00,0.00,0.00,686.4,EUR,12.16,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T06:27:12.685Z,Declined,Void,MasterCard,Yes,Debit,Congo,Declined,c4ddb41a-d40e-4fcf-86a6-a57b5db7d708,No,3328,787a6c02-dc38-4b59-a5ff-0e8c8b4f9611,HKD,11016,-275.4,0.00,0.00,0.00,0.00,10740.6,EUR,1191.14,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T12:54:17.769Z,Declined,Void,MasterCard,No,Debit,Tunisia,Declined,b3068f61-d9e3-4d29-864b-5d503a2bd4fc,No,4375,b416194d-3f11-43b9-bc2d-ade3b62c7add,CAD,890,-22.25,0.00,0.00,0.00,0.00,867.75,EUR,567.31,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T03:55:02.633Z,Declined,Void,Visa,Yes,Debit,India,Declined,24d5b07d-df39-473e-ab39-19f6d40edc02,No,4275,34c2fbaa-a350-4223-9338-970fa3c992c3,AUD,17162,-429.05,0.00,0.00,0.00,0.00,16732.95,EUR,10446.8,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T21:57:48.098Z,Declined,Auth,Visa,Yes,Debit,Israel,Declined,069c2508-c329-45b2-8e43-cce3f331d4dd,No,9179,248943f3-bb33-458a-810f-f23211c6bc1a,ZAR,8552,-213.8,0.00,0.00,0.00,0.00,8338.2,EUR,416.8,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T05:36:04.368Z,Declined,Sale,MasterCard,Yes,Debit,Finland,Declined,71c41726-e13a-4f07-8ce9-d1981d5fa92e,No,3214,96bec3d7-3cde-4cd9-8322-8aa70cfc512c,HUF,4798,-119.95,0.00,0.00,0.00,0.00,4678.05,EUR,13.72,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-18T23:08:10.341Z,Declined,Void,MasterCard,No,Credit,Morocco,Declined,71a6f79e-48a6-4b8e-93d0-099d875ddca0,No,4061,5fd24439-8b94-4326-b0ff-06aded5094b7,CZK,12026,-300.65,0.00,0.00,0.00,0.00,11725.35,EUR,460.45,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T05:14:22.007Z,Declined,Void,MasterCard,Yes,Debit,Korea (Democratic People's Republic of),Declined,a286a2d8-8394-4f6b-b69a-4186de2e3d87,No,2141,84297198-f1e0-4032-b2d0-b98279562a44,PHP,6190,-154.75,0.00,0.00,0.00,0.00,6035.25,EUR,106.89,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T13:27:47.572Z,Declined,Auth,Visa,No,Debit,Uruguay,Declined,bd212f7b-a9ae-4684-b45e-7b1a95c91afb,No,9274,777dfab4-3ce1-4161-92a2-de8ee6944359,CAD,16292,-407.3,0.00,0.00,0.00,0.00,15884.7,EUR,10385.01,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T00:16:52.166Z,Declined,Sale,MasterCard,Yes,Debit,Lebanon,Declined,4a8c88e2-9326-477e-af8d-d4b5eba66582,No,5369,6822afdf-91f0-4f84-8920-a24213a058dc,AUD,14372,-359.3,0.00,0.00,0.00,0.00,14012.7,EUR,8748.48,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T01:07:22.542Z,Sales,Settle,MasterCard,Yes,Credit,Venezuela (Bolivarian Republic of),Approved,126a6ca7-6244-4119-bc85-6f2f39c1319b,No,4620,0cc005d9-5a8e-4661-9746-2a37bdc63824,RON,3754,-93.85,0.00,0.00,0.00,0.00,3660.15,EUR,775.57,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T02:47:57.145Z,Declined,Void,MasterCard,Yes,Debit,South Africa,Declined,547edf8c-341d-44fd-a0f8-50c4eb14f8d2,No,4695,e203b0f7-0c99-4efb-88da-ae27d2111d0f,GBP,4150,-103.75,0.00,0.00,0.00,0.00,4046.25,EUR,4593.5,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T10:03:07.388Z,Declined,Auth,MasterCard,Yes,Debit,United Kingdom,Declined,24cc3386-a3e2-4115-974e-4c97ef9957f0,No,9360,f14b4399-7039-45df-a714-530543fe1895,HUF,3158,-78.95,0.00,0.00,0.00,0.00,3079.05,EUR,9.03,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T12:33:10.088Z,Declined,Void,Visa,No,Debit,Tunisia,Declined,7aa1b89b-e349-47bc-8e0c-6889f6d0401a,No,9142,16573dd6-684c-4771-878b-8f7c7937cd46,ZAR,10580,-264.5,0.00,0.00,0.00,0.00,10315.5,EUR,515.64,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T05:07:35.033Z,Declined,Void,MasterCard,No,Credit,Sweden,Declined,da0ba830-4991-4129-b2f6-aeb3eed51d65,No,2237,f9993952-42dd-4b4b-835b-6a5df68fd4d0,HUF,13430,-335.75,0.00,0.00,0.00,0.00,13094.25,EUR,38.39,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T22:56:29.874Z,Declined,Void,MasterCard,No,Credit,Costa Rica,Declined,a9129bd1-3786-4d10-9786-82a25d334ae5,No,9468,5e5ce40b-c6bc-4fb4-a4d3-8f531529c2fe,PHP,13510,-337.75,0.00,0.00,0.00,0.00,13172.25,EUR,233.29,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T08:57:55.456Z,Declined,Auth,MasterCard,No,Debit,Greece,Declined,3565ff1a-fa41-4581-b70f-94d87718b813,No,5374,e2a3839c-9fd9-4751-904f-ca68bd01f614,JPY,6270,-156.75,0.00,0.00,0.00,0.00,6113.25,EUR,49.86,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T05:44:55.728Z,Declined,Void,Visa,No,Credit,Saint Lucia,Declined,d9a27a0a-1f7b-455c-a579-6bbc9755369c,No,6568,c0bc8891-2217-4d84-852c-7423e38a2a89,AUD,8304,-207.6,0.00,0.00,0.00,0.00,8096.4,EUR,5054.78,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T15:39:20.531Z,Declined,Void,MasterCard,No,Credit,Zimbabwe,Declined,3a13074c-4354-48a1-acef-5526c978898f,No,2817,d82dd982-a342-49db-ae43-e110976c0c57,HUF,18480,-462,0.00,0.00,0.00,0.00,18018,EUR,52.83,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T17:01:13.774Z,Declined,Void,Visa,No,Credit,Bahamas,Declined,7c4bbb4d-e59e-46af-9330-f9ffffefeeba,No,6704,f22bce2d-cf6e-4c03-ab41-907b96ea459e,AUD,10222,-255.55,0.00,0.00,0.00,0.00,9966.45,EUR,6222.3,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T08:05:18.072Z,Declined,Void,MasterCard,Yes,Credit,Lithuania,Declined,275f6090-283a-49dc-8287-5cc705df2d5c,No,7956,7daf6833-b99f-469f-9c4e-eabc02959f86,TRY,4230,-105.75,0.00,0.00,0.00,0.00,4124.25,EUR,481.86,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T22:10:33.357Z,Declined,Auth,Visa,Yes,Debit,Kazakhstan,Declined,3d3cef2b-d3bf-4fc5-9f95-34d640812389,No,3239,05414bc8-9053-4e92-9915-954e50c55056,SEK,3744,-93.6,0.00,0.00,0.00,0.00,3650.4,EUR,363,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-18T23:27:51.649Z,Sales,Settle,MasterCard,Yes,Credit,Armenia,Approved,e9961e18-256b-4c9d-aebb-577170b8f154,No,6623,5a5f7335-8f94-4c59-b5b0-3337967c7baa,HUF,7736,-193.4,0.00,0.00,0.00,0.00,7542.6,EUR,22.12,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T06:19:36.499Z,Sales,Settle,Visa,No,Debit,Moldova, Republic of,Approved,75ae8757-9a1a-4e8c-8897-f843f2a388ca,No,2806,a80ec2f1-ce4a-4944-8093-7e7b0630a110,SEK,13644,-341.1,0.00,0.00,0.00,0.00,13302.9,EUR,1322.86,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T04:57:00.964Z,Declined,Void,MasterCard,No,Credit,China,Declined,15f2d164-9027-4926-9bef-30ea93154444,No,7667,5d034d40-f87a-4fb5-a6f8-f1d47b613e6e,CZK,4346,-108.65,0.00,0.00,0.00,0.00,4237.35,EUR,166.4,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T13:57:00.880Z,Sales,Settle,Visa,Yes,Credit,Bulgaria,Approved,fccc5a99-85c8-475f-b8c9-3db7f16600f8,No,6452,b0235938-cca9-43bc-988d-0c2f578f5f8e,HKD,8766,-219.15,0.00,0.00,0.00,0.00,8546.85,EUR,947.85,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-18T23:12:31.384Z,Declined,Void,MasterCard,Yes,Debit,Lithuania,Declined,148c06e1-94e6-4993-92f3-28e031457536,No,1820,b3f4c61e-6683-4415-a8ee-f797207be412,CAD,1476,-36.9,0.00,0.00,0.00,0.00,1439.1,EUR,940.85,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T02:49:25.452Z,Sales,Settle,Visa,No,Debit,Suriname,Approved,97afffbb-f940-45bd-82be-904d65e0459f,No,4155,9cf06a4b-f385-482d-876f-2fd5b13eb53a,GBP,19276,-481.9,0.00,0.00,0.00,0.00,18794.1,EUR,21335.99,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T21:14:00.581Z,Declined,Void,MasterCard,No,Debit,Gabon,Declined,6b0a5d91-e475-4989-acff-0d93eb04b133,No,6721,63880dfc-3af1-4a66-b987-356e495ff4ed,HUF,9404,-235.1,0.00,0.00,0.00,0.00,9168.9,EUR,26.88,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T15:32:40.737Z,Declined,Void,Visa,Yes,Credit,Russian Federation,Declined,fb1e968d-4f54-472f-ac7c-aa091ba77d63,No,7705,d0b17461-50e7-4bb8-a8f0-b61bf4b97018,CAD,14230,-355.75,0.00,0.00,0.00,0.00,13874.25,EUR,9070.63,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T10:34:38.263Z,Declined,Auth,MasterCard,No,Credit,Paraguay,Declined,06eeddd6-2e5c-455d-ae71-0d153e872260,No,2191,081d6acf-e825-4319-9846-2be1b7313327,RON,12168,-304.2,0.00,0.00,0.00,0.00,11863.8,EUR,2513.89,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T16:21:07.943Z,Declined,Void,Visa,No,Credit,Libya,Declined,f5b073bb-573d-4ddc-bd60-66919c18f3ff,No,7419,c0479573-2eef-41c2-bb5e-55288915d225,SEK,11740,-293.5,0.00,0.00,0.00,0.00,11446.5,EUR,1138.26,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T08:42:27.460Z,Declined,Void,MasterCard,Yes,Debit,Dominican Republic,Declined,d4988880-d2ae-40b2-bdaa-80478a3bcc2e,No,8383,607484af-9e3a-4839-aedb-4f9f8adfbb9c,CZK,442,-11.05,0.00,0.00,0.00,0.00,430.95,EUR,16.92,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T02:32:55.678Z,Declined,Void,MasterCard,Yes,Debit,South Sudan,Declined,ce951807-1402-40e1-a529-0d603195e371,No,4755,3a84ab0b-212d-426c-b457-dbede08f9558,CAD,10364,-259.1,0.00,0.00,0.00,0.00,10104.9,EUR,6606.32,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T18:18:15.829Z,Declined,Void,MasterCard,Yes,Debit,Mauritius,Declined,b2f48e1c-66ae-479f-a9d4-a4923be5ada6,No,7170,231ad4b3-f988-48eb-92ec-5608154aa70c,TRY,13930,-348.25,0.00,0.00,0.00,0.00,13581.75,EUR,1586.83,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T13:41:56.753Z,Declined,Void,Visa,Yes,Credit,Congo,Declined,7c73a89b-af0c-48c2-9102-3c160c0bdaf0,No,4864,40728d43-fa2a-4b81-9196-124571cc36aa,PHP,17602,-440.05,0.00,0.00,0.00,0.00,17161.95,EUR,303.95,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T16:42:55.404Z,Sales,Settle,MasterCard,No,Debit,Cameroon,Approved,f17baf2c-3df1-4990-8603-6d5d6b45698c,No,1284,76725583-1cbd-49ad-990c-717f081fd584,AUD,16988,-424.7,0.00,0.00,0.00,0.00,16563.3,EUR,10340.88,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T09:50:51.753Z,Declined,Sale,Visa,Yes,Debit,Serbia,Declined,7deccd7a-c1cf-4e61-aa46-ecc2bdd70816,No,5919,c5517067-6b39-4b98-bf63-fe066bce438f,HKD,3138,-78.45,0.00,0.00,0.00,0.00,3059.55,EUR,339.31,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T00:51:32.380Z,Declined,Void,MasterCard,Yes,Debit,Guatemala,Declined,f255a281-d7c2-47c7-8717-d821d2fd1be1,No,4352,d169949e-7592-4f48-a17a-bf7503f24c37,HUF,3044,-76.1,0.00,0.00,0.00,0.00,2967.9,EUR,8.7,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T20:35:31.150Z,Declined,Sale,Visa,Yes,Debit,Cyprus,Declined,339ed42e-d7cd-47e5-83ac-eaf0cb971bc7,No,3358,d7cafaff-9a2a-4e84-9b31-250c2dfbab7b,PHP,14364,-359.1,0.00,0.00,0.00,0.00,14004.9,EUR,248.04,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T18:20:20.625Z,Declined,Auth,Visa,No,Debit,Belarus,Declined,68067dc4-173a-4d05-a79c-9c1aba79478b,No,5262,66bf6b50-0ed0-4818-aacc-daa360292c82,PHP,4414,-110.35,0.00,0.00,0.00,0.00,4303.65,EUR,76.22,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T22:16:49.992Z,Declined,Auth,MasterCard,No,Debit,Netherlands,Declined,20df4cb4-7fc5-4dbf-b8e4-cf8889043406,No,6250,c0f9322e-70c2-4bd3-a4f0-ea66757cd1d0,IDR,14928,-373.2,0.00,0.00,0.00,0.00,14554.8,EUR,0.85,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T18:53:50.017Z,Declined,Void,MasterCard,No,Debit,Denmark,Declined,187b1d3f-635f-4beb-a85d-5e263fa9ff05,No,1616,5547b609-13db-4115-ad06-1d649efab800,PHP,13838,-345.95,0.00,0.00,0.00,0.00,13492.05,EUR,238.95,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T14:46:10.374Z,Sales,Settle,MasterCard,No,Debit,Cuba,Approved,f5f51551-f3f0-4f78-94a1-03558afbb2d0,No,5495,0005126e-3b48-4c52-a275-8aa1d850e1ef,PHP,9860,-246.5,0.00,0.00,0.00,0.00,9613.5,EUR,170.26,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T11:29:52.718Z,Declined,Void,Visa,Yes,Credit,Cabo Verde,Declined,bbace919-42ae-41f0-991f-fcd0cea163d4,No,5397,e99630e9-3b73-4195-a98f-1abcadfaab25,AUD,14994,-374.85,0.00,0.00,0.00,0.00,14619.15,EUR,9127.1,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T17:57:30.963Z,Declined,Void,MasterCard,Yes,Debit,Hong Kong,Declined,b66d725f-108e-42ec-a009-7b6f0f05e10c,No,7399,2ab8c028-f740-49be-842c-c220af435df5,HUF,2600,-65,0.00,0.00,0.00,0.00,2535,EUR,7.43,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T18:40:57.642Z,Declined,Void,Visa,Yes,Credit,Cambodia,Declined,aceb7855-41c0-45fe-b145-cadf23aec733,No,7442,260ff82b-8465-4139-821a-4d65f8827c5c,ISK,4720,-118,0.00,0.00,0.00,0.00,4602,EUR,29.14,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-18T23:19:16.796Z,Declined,Void,MasterCard,Yes,Debit,Nepal,Declined,72debf81-141b-4eb6-b08b-b21d047a3a1b,No,3235,77f79769-1af5-476c-806a-f2cca7c922a3,HKD,19390,-484.75,0.00,0.00,0.00,0.00,18905.25,EUR,2096.6,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T16:49:30.983Z,Declined,Auth,MasterCard,No,Debit,Bahrain,Declined,0f5f49a6-3918-43ad-ace2-1b944ac87106,No,1758,40c26385-c191-40b0-9224-549a150503ce,GBP,18814,-470.35,0.00,0.00,0.00,0.00,18343.65,EUR,20824.62,0.00,
Fintech Limited,Fintech Limited,Acquirer 1,2020-08-19T08:39:20.211Z,Declined,Void,MasterCard,Yes,Debit,Congo,Declined,f877cf8c-0423-4ae8-ac08-61ede003afd7,No,1065,fb599b84-22e2-4c0a-9f44-2d738841a7af,IDR,12704,-317.6,0.00,0.00,0.00,0.00,12386.4,EUR,0.72,0.00,
